,ID,AlldataNum,unzerospeedNum,speed_min,speed_max,begintime,endtime,timeAll,drivingtime,timespaceMax,timespaceMode,roadNum,distance
24369,17fd449be43101c6,147,101,3,27,2016-08-08 10:00:33,2016-08-08 10:59:56,3563.0,1351.0,62.0,60.0,,4057
24375,91948140ce459b94,120,118,1,98,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3510.0,60.0,30.0,,82220
24388,1bf1c968580ed64b,147,137,2,66,2016-08-08 10:00:31,2016-08-08 11:00:02,3571.0,3310.0,52.0,26.0,,42513
24390,531dde0bb10103a5,167,158,9,96,2016-08-08 10:00:32,2016-08-08 11:00:01,3569.0,3413.0,107.0,26.0,,89496
24392,65690848245ffae4,144,142,13,95,2016-08-08 10:00:31,2016-08-08 10:59:44,3553.0,3501.0,52.0,26.0,,76016
24399,b628b21a83b4eaff,141,103,1,46,2016-08-08 10:00:31,2016-08-08 11:00:06,3575.0,2575.0,50.0,25.0,,22043
24413,3f24e926fd8ca261,155,155,62,96,2016-08-08 10:00:31,2016-08-08 10:59:42,3551.0,3551.0,49.0,26.0,,88558
24415,a578f2654a83f889,181,162,4,96,2016-08-08 10:00:32,2016-08-08 10:58:26,3474.0,3030.0,28.0,26.0,,61446
24416,0f0d649c17f78eaf,137,113,2,95,2016-08-08 10:00:30,2016-08-08 10:59:47,3557.0,2560.0,51.0,26.0,,57557
24418,6ca4770caf6f053e,260,231,11,98,2016-08-08 10:00:32,2016-08-08 10:59:52,3560.0,3112.0,45.0,26.0,,204940
24422,2a8fc1965dfce185,127,113,1,100,2016-08-08 10:00:33,2016-08-08 11:00:03,3570.0,3150.0,44.0,30.0,,34637
24432,3e98c540e5fd7b92,123,104,3,50,2016-08-08 10:00:33,2016-08-08 11:00:03,3570.0,3013.0,66.0,30.0,,25974
24447,f9746d74f444ee32,135,119,1,66,2016-08-08 10:00:34,2016-08-08 10:59:39,3545.0,3094.0,103.0,30.0,,33819
24448,2068a091b1eb3ac2,154,137,1,62,2016-08-08 10:00:30,2016-08-08 10:59:59,3569.0,2875.0,244.0,30.0,,27285
24489,19abd31605439ef7,120,117,7,59,2016-08-08 10:00:32,2016-08-08 11:00:02,3570.0,3480.0,60.0,30.0,,35466
24496,7bfddfb6d4a22603,119,104,5,51,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3120.0,60.0,30.0,,20914
24501,dca842f896961568,130,101,6,45,2016-08-08 10:00:31,2016-08-08 10:59:54,3563.0,2760.0,59.0,30.0,,19640
24508,841ac3aa12e1247e,144,120,7,64,2016-08-08 10:00:33,2016-08-08 11:00:07,3574.0,2855.0,31.0,30.0,,21944
24511,0160aecfdb38327f,170,170,45,96,2016-08-08 10:00:33,2016-08-08 11:00:03,3570.0,3570.0,30.0,30.0,,80216
24529,2f4199fa0462d920,177,148,8,98,2016-08-08 10:00:14,2016-08-08 10:57:50,3456.0,3105.0,400.0,1.0,,68101
24563,f23ded3ca272fa2c,118,100,5,95,2016-08-08 10:00:34,2016-08-08 10:59:41,3547.0,3034.0,66.0,30.0,,56001
24574,e5cd0e8936db7c5d,110,108,5,89,2016-08-08 09:59:56,2016-08-08 11:00:02,3606.0,3408.0,168.0,30.0,,48057
24577,5c91a5d7bec18c0e,117,115,5,97,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3510.0,122.0,30.0,,81553
24582,6103d42e77da5fc0,120,103,9,51,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3060.0,30.0,30.0,,27091
24587,788d19a24013b520,116,112,5,96,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3450.0,169.0,30.0,,76973
24654,d63de1efaf4e6e8b,125,109,1,146,2016-08-08 10:00:30,2016-08-08 10:59:54,3564.0,2983.0,245.0,30.0,,58112
24672,296b140f41c21660,129,114,1,95,2016-08-08 10:00:34,2016-08-08 10:59:34,3540.0,3090.0,30.0,30.0,,48871
24673,dfd917dde1d8f33d,119,106,10,76,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3180.0,62.0,30.0,,39568
24689,a2ddde8092754b5e,163,127,11,82,2016-08-08 10:00:34,2016-08-08 10:59:33,3539.0,2456.0,60.0,30.0,,39763
24691,ab5d004d9cadad5b,204,121,3,32,2016-08-08 10:00:33,2016-08-08 11:00:07,3574.0,1148.0,60.0,30.0,,6455
24696,ed7af054e1100829,131,118,10,95,2016-08-08 10:00:33,2016-08-08 10:59:58,3565.0,3205.0,154.0,30.0,,74648
24707,b3ab583f0f30b836,163,144,7,45,2016-08-08 10:00:34,2016-08-08 10:59:47,3553.0,3018.0,31.0,30.0,,20927
24710,0880e92e55e963e2,142,116,8,55,2016-08-08 10:00:32,2016-08-08 11:00:04,3572.0,2318.0,300.0,30.0,,19878
24713,57eac4b30dd27593,157,139,9,45,2016-08-08 10:00:34,2016-08-08 10:59:15,3521.0,2982.0,30.0,30.0,,20209
24771,0bc53c1df84c2c1c,119,108,2,67,2016-08-08 10:00:31,2016-08-08 10:59:40,3549.0,3221.0,60.0,30.0,,23355
24775,2f008673ad899303,120,113,1,71,2016-08-08 10:00:32,2016-08-08 11:00:02,3570.0,3360.0,30.0,30.0,,21168
24798,43ddb0faa677175f,116,101,5,51,2016-08-08 10:00:34,2016-08-08 10:59:46,3552.0,3009.0,120.0,30.0,,20519
24799,75c8cb87979e3371,117,107,5,61,2016-08-08 10:00:34,2016-08-08 11:00:07,3573.0,3270.0,120.0,30.0,,20886
24809,4d722ef2c04a2b17,116,104,5,37,2016-08-08 10:00:32,2016-08-08 11:00:02,3570.0,3209.0,120.0,30.0,,17889
24825,77edea88dd94e92e,125,125,18,57,2016-08-08 10:00:31,2016-08-08 11:00:01,3570.0,3570.0,30.0,30.0,,37052
24828,b5a1c01694b7cb1a,110,105,37,90,2016-08-08 10:00:34,2016-08-08 10:57:47,3433.0,3199.0,188.0,60.0,,64549
24835,9e7b44676b04f700,107,104,7,83,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3480.0,270.0,30.0,,50867
24853,a32cc9f4492b7395,268,229,8,74,2016-08-08 09:59:56,2016-08-08 10:43:47,2631.0,2244.0,11.0,10.0,,29938
24857,7e13f50e246e8df5,123,112,6,50,2016-08-08 10:00:31,2016-08-08 10:58:25,3474.0,3324.0,274.0,30.0,,23223
24865,f4c36e677f079318,120,100,4,55,2016-08-08 10:00:33,2016-08-08 11:00:03,3570.0,3000.0,30.0,30.0,,30866
24871,2ed5f096a2720a20,121,105,7,54,2016-08-08 10:00:33,2016-08-08 11:00:03,3570.0,3090.0,30.0,30.0,,27456
24886,8c4513e2218e1ccc,166,151,6,102,2016-08-08 10:00:34,2016-08-08 11:00:06,3572.0,3128.0,60.0,30.0,,31727
24903,347b2ea30030af9e,120,119,6,56,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3540.0,30.0,30.0,,35970
24907,e0623fdcb42e5297,164,148,9,52,2016-08-08 10:00:33,2016-08-08 10:59:58,3565.0,3141.0,31.0,30.0,,28157
24909,327489105d568b49,122,117,4,55,2016-08-08 10:00:34,2016-08-08 10:59:44,3550.0,3450.0,30.0,30.0,,38956
24911,8959242856bfa586,160,128,4,61,2016-08-08 09:47:03,2016-08-08 10:59:44,4361.0,3443.0,33.0,30.0,,19503
24922,60de0fddb5e96986,171,162,1,99,2016-08-08 10:00:32,2016-08-08 10:59:50,3558.0,3312.0,150.0,30.0,,46607
24931,1ed9037da72727a6,149,141,3,98,2016-08-08 10:00:34,2016-08-08 11:00:05,3571.0,3331.0,67.0,30.0,,67020
24937,07346b442e88774b,116,104,1,47,2016-08-08 10:00:35,2016-08-08 10:59:46,3551.0,3182.0,120.0,30.0,,23912
24943,426108122e270618,169,167,2,100,2016-08-08 10:00:31,2016-08-08 10:59:39,3548.0,3488.0,142.0,30.0,,79115
24999,0251313cc6de6e47,237,232,4,96,2016-08-08 10:00:30,2016-08-08 11:00:03,3573.0,3469.0,52.0,26.0,,77872
25011,3ed7923ae6ab8c99,118,100,10,95,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3060.0,60.0,30.0,,61300
25025,82e2696a151a866b,109,109,48,76,2016-08-08 10:00:34,2016-08-08 10:59:59,3565.0,3565.0,104.0,30.0,,67512
25060,681fa5d66fc98718,166,164,8,55,2016-08-08 10:00:01,2016-08-08 11:00:01,3600.0,3480.0,60.0,60.0,,37403
25077,c4e9957ffee8e456,217,213,10,73,2016-08-08 10:00:33,2016-08-08 10:59:34,3541.0,3393.0,348.0,3.0,,42364
25086,538d26df70c016c6,145,120,7,67,2016-08-08 10:00:34,2016-08-08 10:59:59,3565.0,2815.0,31.0,30.0,,24692
25092,02b4a6deeff24653,120,112,4,63,2016-08-08 10:00:34,2016-08-08 10:58:12,3458.0,3243.0,33.0,30.0,,41389
25105,0794c18348a4e7e3,132,122,14,100,2016-08-08 10:00:33,2016-08-08 10:59:43,3550.0,3279.0,372.0,30.0,,58241
25116,2e0f94ea074844a3,241,235,15,59,2016-08-08 10:00:34,2016-08-08 10:59:58,3564.0,3360.0,60.0,30.0,,34184
25171,b338c37af1a8412d,116,106,5,53,2016-08-08 10:00:34,2016-08-08 10:59:46,3552.0,3247.0,120.0,30.0,,23459
25174,5fc3b55bba16576f,145,133,1,85,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3209.0,136.0,30.0,,29592
25178,d344ade349378f33,112,100,7,57,2016-08-08 10:00:34,2016-08-08 11:00:08,3574.0,3060.0,120.0,30.0,,20003
25211,b1e4ff698fea120b,252,239,8,69,2016-08-08 10:00:34,2016-08-08 10:59:47,3553.0,3100.0,131.0,3.0,,41020
25215,a55217b4907e015d,118,118,9,97,2016-08-08 10:00:35,2016-08-08 11:00:07,3572.0,3572.0,90.0,30.0,,86980
25226,4799b29c180c661f,135,135,64,75,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3570.0,30.0,30.0,,71452
25227,94ad34eecb0bca9a,152,145,5,76,2016-08-08 10:00:33,2016-08-08 10:59:43,3550.0,3340.0,30.0,30.0,,55833
25228,d87dca8bdd6a6aed,139,111,2,93,2016-08-08 10:00:32,2016-08-08 10:58:49,3497.0,2759.0,52.0,26.0,,33336
25233,d4f30b8f7a90eb36,262,194,2,67,2016-08-08 09:59:49,2016-08-08 10:58:39,3530.0,2462.0,120.0,10.0,,22100
25235,7a9e2b43c8078e2d,211,121,1,66,2016-08-08 10:00:34,2016-08-08 10:59:45,3551.0,2295.0,524.0,1.0,,17691
25250,9021ac6616d3070a,157,135,7,55,2016-08-08 10:00:34,2016-08-08 10:59:47,3553.0,2896.0,38.0,30.0,,23673
25282,509ed32a94166f70,138,119,7,64,2016-08-08 10:00:34,2016-08-08 10:59:44,3550.0,2522.0,301.0,30.0,,18190
25287,94935f3dfd039c8f,285,213,7,70,2016-08-08 10:00:25,2016-08-08 10:59:39,3554.0,2696.0,374.0,1.0,,30854
25289,eed7e33d8dcded6c,300,261,4,59,2016-08-08 10:00:34,2016-08-08 11:00:07,3573.0,2600.0,30.0,4.0,,23489
25302,1fabe47b6539dba6,116,116,29,70,2016-08-08 10:00:34,2016-08-08 10:59:52,3558.0,3558.0,84.0,30.0,,63955
25305,8f1f908f6632882a,107,102,7,95,2016-08-08 10:00:33,2016-08-08 10:59:55,3562.0,3262.0,248.0,60.0,,64026
25324,6148d241137a0d56,169,121,5,54,2016-08-08 10:00:34,2016-08-08 10:59:52,3558.0,2239.0,125.0,30.0,,13220
25334,8fc244808026dcb7,120,110,2,54,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3270.0,30.0,30.0,,29732
25351,2d0aa50aa798fed9,129,104,3,50,2016-08-08 10:00:33,2016-08-08 11:00:03,3570.0,2922.0,138.0,30.0,,24821
25358,e11a0baeb6c03592,143,112,3,94,2016-08-08 10:00:33,2016-08-08 10:57:54,3441.0,2668.0,51.0,26.0,,48140
25375,32a51dd76dc4181d,135,116,8,86,2016-08-08 10:00:33,2016-08-08 10:59:41,3548.0,2978.0,119.0,30.0,,49378
25376,4f3eff53dfcebcc6,122,108,14,96,2016-08-08 10:00:27,2016-08-08 10:59:58,3571.0,3380.0,526.0,30.0,,106406
25391,99f7142666884564,133,109,4,61,2016-08-08 10:00:31,2016-08-08 10:59:58,3567.0,3223.0,185.0,30.0,,29238
25396,3609dd688bf82d51,140,140,6,113,2016-08-08 10:00:31,2016-08-08 11:00:05,3574.0,3574.0,34.0,30.0,,41141
25401,2c1bc6dfc1cfcd0b,116,115,11,100,2016-08-08 10:00:32,2016-08-08 11:00:02,3570.0,3540.0,107.0,30.0,,86682
25409,487251ded860ff51,130,116,5,96,2016-08-08 09:57:32,2016-08-08 10:59:49,3737.0,3522.0,615.0,30.0,,66020
25411,5ad4874c40827b47,120,109,5,97,2016-08-08 10:00:33,2016-08-08 11:00:03,3570.0,3270.0,30.0,30.0,,67814
25413,ee844fb07f5235e5,115,112,14,95,2016-08-08 10:00:34,2016-08-08 10:59:37,3543.0,3453.0,160.0,30.0,,74578
25439,cc3e4d977e6d16a4,166,151,8,57,2016-08-08 10:00:34,2016-08-08 10:59:48,3554.0,3105.0,31.0,30.0,,23554
25501,049a43d599511cfd,145,121,12,40,2016-08-08 10:00:35,2016-08-08 11:00:07,3572.0,2132.0,60.0,60.0,,12785
25507,28c64bf119cfb962,120,112,6,71,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3330.0,68.0,30.0,,42984
25517,3af60bc082ac40c9,119,108,5,56,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3240.0,60.0,30.0,,30520
25574,c077d0e820280c98,146,134,1,61,2016-08-08 10:00:32,2016-08-08 10:59:58,3566.0,3273.0,250.0,30.0,,38725
25583,cef2dd2a7cbdf7cf,112,101,4,96,2016-08-08 10:00:37,2016-08-08 10:59:57,3560.0,2916.0,344.0,30.0,,39279
25592,c974faca243778e2,123,100,1,72,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,2970.0,30.0,30.0,,18300
25594,5a1f03694d5c5668,120,101,1,62,2016-08-08 10:00:33,2016-08-08 10:59:52,3559.0,3011.0,60.0,30.0,,18439
25611,614658c0adb12af2,147,132,8,55,2016-08-08 10:00:33,2016-08-08 10:59:59,3566.0,2529.0,197.0,60.0,,21390
25613,b5af26d95224c64f,109,101,37,91,2016-08-08 10:00:35,2016-08-08 10:57:35,3420.0,2989.0,162.0,30.0,,74420
25621,857f34855d6159c4,117,102,3,72,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3093.0,270.0,30.0,,42809
25629,8affac9de3b176b8,122,100,2,59,2016-08-08 10:00:34,2016-08-08 10:59:44,3550.0,2968.0,31.0,30.0,,20402
25646,65ddaa0fe4ec491c,117,109,5,64,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3331.0,121.0,30.0,,26637
25647,aa1cdfe6d9ad556f,108,108,5,96,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3570.0,150.0,30.0,,82421
25710,8ff0fddc037fdbff,113,107,12,49,2016-08-08 10:00:39,2016-08-08 11:00:09,3570.0,3390.0,240.0,30.0,,36023
25727,2e315b194baaf64d,276,238,7,76,2016-08-08 09:58:58,2016-08-08 10:59:58,3660.0,2454.0,300.0,8.0,,23982
25760,53524154d6d8b965,114,103,1,50,2016-08-08 10:00:35,2016-08-08 10:59:46,3551.0,3219.0,159.0,30.0,,27578
25762,153817a826793d22,119,106,7,68,2016-08-08 10:00:35,2016-08-08 10:59:39,3544.0,3153.0,33.0,30.0,,37321
25765,f861f3275b744117,128,115,6,49,2016-08-08 09:55:43,2016-08-08 10:59:30,3827.0,3437.0,47.0,30.0,,29185
25784,424d925028b2c8d7,121,116,7,93,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3420.0,30.0,30.0,,63100
25785,e8d5096395f0d0a6,121,101,7,93,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3000.0,30.0,30.0,,45731
25790,5b5890354844e3a6,119,119,55,96,2016-08-08 10:00:31,2016-08-08 11:00:01,3570.0,3570.0,77.0,30.0,,88995
25798,d63cbb5cb563cab0,120,113,9,86,2016-08-08 10:00:33,2016-08-08 11:00:03,3570.0,3360.0,32.0,30.0,,48572
25804,7b8b4d0b60cb9a6e,112,112,24,92,2016-08-08 10:00:34,2016-08-08 10:56:34,3360.0,3360.0,60.0,30.0,,70051
25805,df01dee3b984f86a,118,104,11,99,2016-08-08 10:00:38,2016-08-08 10:59:50,3552.0,3150.0,113.0,30.0,,69904
25822,552f2223b1957f96,271,153,2,65,2016-08-08 09:59:39,2016-08-08 11:04:14,3875.0,2078.0,258.0,10.0,,25945
25844,91f4952230231e5e,263,195,5,70,2016-08-08 09:58:43,2016-08-08 10:58:15,3572.0,2340.0,123.0,1.0,,22807
25861,61fce5a8f4503bdc,222,192,7,31,2016-08-08 10:00:35,2016-08-08 10:59:56,3561.0,2685.0,592.0,30.0,,14393
25888,856f7fec866334e2,120,113,6,63,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3360.0,31.0,30.0,,27579
25891,6c4f523cc60022cd,140,121,5,43,2016-08-08 10:00:35,2016-08-08 10:59:58,3563.0,3037.0,247.0,30.0,,18149
25930,21c59d4873f6966f,160,125,4,60,2016-08-08 10:00:34,2016-08-08 10:59:54,3560.0,2510.0,30.0,30.0,,22451
25950,4787ef56da29c119,124,109,1,65,2016-08-08 10:00:35,2016-08-08 11:00:06,3571.0,3121.0,41.0,30.0,,35899
25957,a180dde72acc35d6,155,105,3,74,2016-08-08 10:00:34,2016-08-08 11:00:06,3572.0,2499.0,59.0,30.0,,30110
25973,b424f6c6daed864e,176,123,15,54,2016-08-08 10:00:35,2016-08-08 10:59:51,3556.0,1996.0,30.0,30.0,,19639
25976,fd09ffae5367aa6b,120,105,6,63,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3150.0,31.0,30.0,,33755
25997,dd34ad4e1cfa7c47,127,113,6,75,2016-08-08 10:00:20,2016-08-08 10:59:51,3571.0,3155.0,31.0,30.0,,40211
26006,683c19d98fd02c27,147,100,5,59,2016-08-08 10:00:35,2016-08-08 10:59:39,3544.0,2166.0,30.0,30.0,,21314
26046,f49895c8a44e392f,276,249,7,71,2016-08-08 09:59:33,2016-08-08 11:00:05,3632.0,2622.0,300.0,9.0,,18572
26048,d4d9fef5fbde678c,373,357,7,54,2016-08-08 10:00:36,2016-08-08 11:00:03,3567.0,3087.0,30.0,4.0,,23184
26049,78903ea8f2113020,324,285,1,59,2016-08-08 10:00:37,2016-08-08 11:00:08,3571.0,2635.0,30.0,4.0,,28539
26057,d65943ec50d19aff,136,132,3,60,2016-08-08 10:00:33,2016-08-08 11:00:06,3573.0,3443.0,52.0,26.0,,43427
26060,b4a2744105319abb,147,111,2,96,2016-08-08 10:00:30,2016-08-08 11:00:01,3571.0,2570.0,36.0,31.0,,51276
26061,b370fdf7d52b2d02,165,149,35,96,2016-08-08 10:00:31,2016-08-08 11:00:06,3575.0,3108.0,32.0,31.0,,78466
26081,4d8ab47853019ba2,152,140,2,59,2016-08-08 10:00:32,2016-08-08 11:00:00,3568.0,1960.0,254.0,10.0,,21474
26102,f6a918f2fd06772c,120,120,26,98,2016-08-08 10:00:32,2016-08-08 11:00:02,3570.0,3570.0,30.0,30.0,,84952
26161,8d536d6829538466,187,101,11,43,2016-08-08 10:00:35,2016-08-08 11:00:06,3571.0,1085.0,31.0,30.0,,10926
26171,a872928599d6ed01,144,121,1,72,2016-08-08 09:57:38,2016-08-08 10:59:55,3737.0,3046.0,178.0,30.0,,40938
26181,1f5116f9540a3bc5,123,121,5,98,2016-08-08 10:00:53,2016-08-08 11:00:23,3570.0,3512.0,32.0,30.0,,83861
26201,715790449d28e7e4,124,115,5,49,2016-08-08 10:00:36,2016-08-08 11:00:06,3570.0,3300.0,30.0,30.0,,26015
26209,ae24a4e6b575f20e,154,120,7,48,2016-08-08 10:00:36,2016-08-08 10:59:54,3558.0,2407.0,214.0,30.0,,17863
26261,4fd028185e04ed94,120,109,3,55,2016-08-08 10:00:32,2016-08-08 11:00:03,3571.0,3270.0,33.0,30.0,,30936
26282,84eb7d56cf9f0d11,166,153,7,75,2016-08-08 10:00:36,2016-08-08 10:59:41,3545.0,3155.0,31.0,30.0,,28578
26284,2496330674a21262,315,307,10,89,2016-08-08 10:00:09,2016-08-08 10:59:30,3561.0,3321.0,30.0,30.0,,75432
26286,c6f82ce32d4babbc,152,151,11,97,2016-08-08 10:00:35,2016-08-08 10:59:54,3559.0,3538.0,60.0,60.0,,74411
26306,cfbb5e96ba4f64ad,119,118,5,75,2016-08-08 10:00:35,2016-08-08 11:00:04,3569.0,3539.0,60.0,30.0,,57564
26345,0d3afd19f2a86a80,117,101,5,57,2016-08-08 10:00:35,2016-08-08 11:00:07,3572.0,3087.0,120.0,30.0,,21362
26348,b5b4dded0937ff31,117,106,5,62,2016-08-08 10:00:36,2016-08-08 11:00:06,3570.0,3240.0,120.0,30.0,,22021
26353,eba93a5e59eb7305,131,118,13,76,2016-08-08 10:00:35,2016-08-08 10:59:19,3524.0,2444.0,715.0,31.0,,39862
26355,b13a02158c3b233e,122,109,3,93,2016-08-08 10:00:35,2016-08-08 10:59:58,3563.0,3171.0,41.0,30.0,,74630
26366,ab6b47e38750eab3,111,105,3,81,2016-08-08 10:00:43,2016-08-08 11:00:13,3570.0,3390.0,240.0,30.0,,38307
26375,925aa9f54f896e99,265,207,5,46,2016-08-06 19:35:20,2016-08-08 10:58:54,141814.0,2138.0,138186.0,1.0,,23411
26390,a4b2e775475da5cc,128,113,9,71,2016-08-08 10:00:35,2016-08-08 10:49:54,2959.0,2539.0,31.0,30.0,,29850
26403,445e50f017498a0e,119,117,48,99,2016-08-08 10:00:36,2016-08-08 11:00:06,3570.0,3512.0,60.0,30.0,,78940
26441,67594dba7cc945f1,1459,136,5,81,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,1171.0,30.0,1.0,,19942
26457,a119abc4d080a03d,113,110,2,95,2016-08-08 10:00:36,2016-08-08 11:00:01,3565.0,3228.0,270.0,60.0,,34429
26464,46687303792b32b4,206,104,1,64,2016-08-08 10:00:36,2016-08-08 11:00:06,3570.0,1277.0,31.0,30.0,,12363
26465,23a8b467d5e12220,118,108,2,75,2016-08-08 10:00:35,2016-08-08 10:59:35,3540.0,3240.0,60.0,30.0,,34393
26470,e10606b6f62a7a8a,121,108,5,57,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3180.0,30.0,30.0,,37515
26485,1188334873791385,120,112,1,59,2016-08-08 10:00:44,2016-08-08 10:59:47,3543.0,3300.0,31.0,30.0,,26769
26513,71839e1554fd17b6,141,103,12,89,2016-08-08 10:00:35,2016-08-08 10:59:51,3556.0,2424.0,117.0,30.0,,34961
26518,d144f595f40a92af,119,117,7,85,2016-08-08 10:00:37,2016-08-08 11:00:07,3570.0,3510.0,63.0,30.0,,46219
26520,0bec5a3a4405470c,116,115,39,93,2016-08-08 10:00:39,2016-08-08 11:00:09,3570.0,3540.0,148.0,30.0,,76452
26523,0161047008154739,119,105,6,68,2016-08-08 10:00:37,2016-08-08 11:00:00,3563.0,3150.0,60.0,30.0,,35013
26543,fe945dffb1283084,133,103,1,51,2016-08-08 10:00:33,2016-08-08 10:59:47,3554.0,2832.0,342.0,30.0,,22157
26548,1d779adcb16c5ce6,112,111,51,79,2016-08-08 10:00:26,2016-08-08 10:58:26,3480.0,3450.0,60.0,30.0,,67282
26550,c8239162be5082a4,114,103,5,97,2016-08-08 10:00:34,2016-08-08 11:00:04,3570.0,3240.0,123.0,30.0,,67717
26557,826adbc40fefc97d,157,106,2,69,2016-08-08 10:00:36,2016-08-08 10:59:58,3562.0,2091.0,39.0,30.0,,23169
26593,de3874cfba17cae6,151,145,2,56,2016-08-07 15:15:20,2016-08-08 10:52:43,70643.0,70343.0,67516.0,60.0,,21759
26598,37eef9e86defa1d7,427,209,5,77,2016-08-08 09:31:10,2016-08-08 10:58:35,5245.0,4704.0,1740.0,1.0,,40926
26610,6cc2987ed4309b6d,125,121,4,67,2016-08-08 10:00:35,2016-08-08 10:52:45,3130.0,3054.0,61.0,4.0,,43956
26664,5f6a6998a2c9901b,115,100,5,72,2016-08-08 10:00:36,2016-08-08 10:59:39,3543.0,3091.0,120.0,30.0,,32413
26667,d06c8b4e387116f6,116,102,5,74,2016-08-08 10:00:36,2016-08-08 10:59:41,3545.0,3124.0,119.0,30.0,,20982
26697,3a93c366000af38e,166,162,5,96,2016-08-08 10:00:35,2016-08-08 11:00:04,3569.0,3487.0,39.0,31.0,,79407
26713,29d1f346b5a3d978,118,112,21,89,2016-08-08 10:00:35,2016-08-08 10:59:35,3540.0,3390.0,60.0,30.0,,64461
26742,7c67d2e15c2b2f52,138,109,27,97,2016-08-08 10:00:36,2016-08-08 11:00:06,3570.0,2701.0,31.0,30.0,,71950
26775,df0e80bea0250550,163,147,6,58,2016-08-08 10:00:35,2016-08-08 10:59:51,3556.0,2596.0,61.0,60.0,,24922
26777,bdca852f8122eb5b,383,381,10,52,2016-08-08 10:00:36,2016-08-08 11:00:05,3569.0,3510.0,59.0,3.0,,37759
26779,a55001237771c792,168,146,8,55,2016-08-08 10:00:36,2016-08-08 10:59:57,3561.0,2932.0,31.0,30.0,,23693
26811,b32e2f2696cb77d2,137,133,20,96,2016-08-08 10:00:32,2016-08-08 10:59:27,3535.0,3442.0,52.0,26.0,,81008
26820,3fb46552ea490e13,123,101,1,61,2016-08-08 10:00:33,2016-08-08 10:56:20,3347.0,2371.0,244.0,30.0,,26763
26821,aee8920a6296867b,117,110,1,57,2016-08-08 10:00:33,2016-08-08 10:58:33,3480.0,3270.0,31.0,30.0,,38777
26856,2d156c4a89e137bb,216,203,4,59,2016-08-08 10:00:37,2016-08-08 10:58:34,3477.0,3142.0,31.0,30.0,,27910
26871,80f47abb1ca6b3a0,120,109,9,53,2016-08-08 10:00:35,2016-08-08 11:00:05,3570.0,3240.0,30.0,30.0,,31120
26886,bd7c6c48e37456e6,120,102,3,63,2016-08-08 10:00:36,2016-08-08 11:00:06,3570.0,3030.0,60.0,30.0,,36126
26887,27c170aa3a68e711,117,101,7,64,2016-08-08 10:00:37,2016-08-08 11:00:07,3570.0,3090.0,90.0,30.0,,28215
26905,4cfe6d385d0ddf8b,113,101,5,57,2016-08-08 10:00:36,2016-08-08 11:00:06,3570.0,2970.0,298.0,30.0,,36039
26913,d65d5fd6a6629e12,117,101,4,41,2016-08-08 07:11:07,2016-08-08 10:59:48,13721.0,13205.0,10169.0,30.0,,18852
26920,d412df730dfbe32f,137,131,12,82,2016-08-08 10:00:37,2016-08-08 11:00:08,3571.0,3400.0,30.0,30.0,,66010
26932,ec492e112048c4d6,185,169,5,75,2016-08-08 09:59:33,2016-08-08 10:56:48,3435.0,2990.0,210.0,30.0,,55003
26949,a66039a19378896e,119,118,19,96,2016-08-08 10:00:35,2016-08-08 11:00:06,3571.0,3541.0,120.0,30.0,,77155
26950,470032c7b58581b4,124,117,16,75,2016-08-08 10:00:37,2016-08-08 11:00:07,3570.0,3360.0,30.0,30.0,,61968
26981,28b658e145ce06d9,118,100,5,61,2016-08-08 10:00:39,2016-08-08 11:00:09,3570.0,3030.0,77.0,30.0,,30650
26983,34267b57e3de6c13,119,108,6,71,2016-08-08 10:00:37,2016-08-08 11:00:07,3570.0,3240.0,60.0,30.0,,44414
26996,886c77c99acd4508,118,115,9,66,2016-08-08 10:00:40,2016-08-08 11:00:10,3570.0,3480.0,60.0,30.0,,41729
26998,ead133f7d4bd8c99,118,118,19,98,2016-08-08 10:00:35,2016-08-08 10:59:35,3540.0,3540.0,60.0,30.0,,88279
